provinsi,daerah,jenis,tahun,peng,peng_asli,cluster
NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2012,234901.0,234901.0,0
NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2013,231092.0,231092.0,0
NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2014,269134.0,269134.0,0
NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2015,313465.0,313465.0,0
NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2016,350529.0,350529.0,0
NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2017,363435.0,363435.0,0
NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2018,393107.0,393107.0,0
NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2019,489587.0,489587.0,0
NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2020,515561.0,515561.0,0
NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2021,559650.0,559650.0,0
NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2022,493696.0,493696.0,0
NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,TOTAL,2011,444630.0,444630.0,0
NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,TOTAL,2012,484661.0,484661.0,0
NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,TOTAL,2013,547748.0,547748.0,0
NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,TOTAL,2014,636019.0,636019.0,0
NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,TOTAL,2015,668499.0,668499.0,1
NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,TOTAL,2016,760641.0,760641.0,1
NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,TOTAL,2017,821052.0,821052.0,1
NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,TOTAL,2018,918199.0,918199.0,1
NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,TOTAL,2019,1029450.0,1029450.0,1
NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,TOTAL,2020,1089763.0,1089763.0,1
NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,TOTAL,2021,1197547.0,1197547.0,1
NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,TOTAL,2022,1160662.0,1160662.0,1
NUSA TENGGARA TIMUR,PERDESAAN,MAKANAN,2007,112287.0,112287.0,0
NUSA TENGGARA TIMUR,PERDESAAN,MAKANAN,2008,127838.0,127838.0,0
NUSA TENGGARA TIMUR,PERDESAAN,MAKANAN,2009,145969.0,145969.0,0
NUSA TENGGARA TIMUR,PERDESAAN,MAKANAN,2010,179358.0,179358.0,0
NUSA TENGGARA TIMUR,PERDESAAN,MAKANAN,2011,200774.0,200774.0,0
NUSA TENGGARA TIMUR,PERDESAAN,MAKANAN,2012,205924.99999999994,205925.0,0
NUSA TENGGARA TIMUR,PERDESAAN,MAKANAN,2013,209110.99999999994,209111.0,0
NUSA TENGGARA TIMUR,PERDESAAN,MAKANAN,2014,239875.0,239875.0,0
NUSA TENGGARA TIMUR,PERDESAAN,MAKANAN,2015,272347.0,272347.0,0
NUSA TENGGARA TIMUR,PERDESAAN,MAKANAN,2016,283013.0,283013.0,0
NUSA TENGGARA TIMUR,PERDESAAN,MAKANAN,2017,366408.0,366408.0,0
NUSA TENGGARA TIMUR,PERDESAAN,MAKANAN,2018,361460.0,361460.0,0
NUSA TENGGARA TIMUR,PERDESAAN,MAKANAN,2019,395098.0,395098.0,0
NUSA TENGGARA TIMUR,PERDESAAN,MAKANAN,2020,401712.0,401712.0,0
NUSA TENGGARA TIMUR,PERDESAAN,MAKANAN,2021,424725.0,424725.0,0
NUSA TENGGARA TIMUR,PERDESAAN,MAKANAN,2022,446350.0,446350.0,0
NUSA TENGGARA TIMUR,PERDESAAN,NONMAKANAN,2007,59216.0,59216.0,0
NUSA TENGGARA TIMUR,PERDESAAN,NONMAKANAN,2008,67937.0,67937.0,0
NUSA TENGGARA TIMUR,PERDESAAN,NONMAKANAN,2009,87210.0,87210.0,0
NUSA TENGGARA TIMUR,PERDESAAN,NONMAKANAN,2010,106006.0,106006.0,0
NUSA TENGGARA TIMUR,PERDESAAN,NONMAKANAN,2011,116755.00000000006,116755.0,0
NUSA TENGGARA TIMUR,PERDESAAN,NONMAKANAN,2012,119946.0,119946.0,0
NUSA TENGGARA TIMUR,PERDESAAN,NONMAKANAN,2013,134408.0,134408.0,0
NUSA TENGGARA TIMUR,PERDESAAN,NONMAKANAN,2014,155532.0,155532.0,0
NUSA TENGGARA TIMUR,PERDESAAN,NONMAKANAN,2015,176028.0,176028.0,0
NUSA TENGGARA TIMUR,PERDESAAN,NONMAKANAN,2016,196941.0,196941.0,0
NUSA TENGGARA TIMUR,PERDESAAN,NONMAKANAN,2017,201792.0,201792.0,0
NUSA TENGGARA TIMUR,PERDESAAN,NONMAKANAN,2018,219096.0,219096.0,0
NUSA TENGGARA TIMUR,PERDESAAN,NONMAKANAN,2019,229992.0,229992.0,0
NUSA TENGGARA TIMUR,PERDESAAN,NONMAKANAN,2020,251481.00000000006,251481.0,0
NUSA TENGGARA TIMUR,PERDESAAN,NONMAKANAN,2021,276068.0,276068.0,0
NUSA TENGGARA TIMUR,PERDESAAN,NONMAKANAN,2022,310372.0,310372.0,0
NUSA TENGGARA TIMUR,PERDESAAN,TOTAL,2007,171503.0,171503.0,0
NUSA TENGGARA TIMUR,PERDESAAN,TOTAL,2008,195775.0,195775.0,0
NUSA TENGGARA TIMUR,PERDESAAN,TOTAL,2009,233179.0,233179.0,0
NUSA TENGGARA TIMUR,PERDESAAN,TOTAL,2010,285364.0,285364.0,0
NUSA TENGGARA TIMUR,PERDESAAN,TOTAL,2011,317529.0,317529.0,0
NUSA TENGGARA TIMUR,PERDESAAN,TOTAL,2012,325871.0,325871.0,0
NUSA TENGGARA TIMUR,PERDESAAN,TOTAL,2013,343519.0,343519.0,0
NUSA TENGGARA TIMUR,PERDESAAN,TOTAL,2014,395407.0,395407.0,0
NUSA TENGGARA TIMUR,PERDESAAN,TOTAL,2015,448375.0,448375.0,0
NUSA TENGGARA TIMUR,PERDESAAN,TOTAL,2016,479954.0,479954.0,0
NUSA TENGGARA TIMUR,PERDESAAN,TOTAL,2017,568200.0,568200.0,0
NUSA TENGGARA TIMUR,PERDESAAN,TOTAL,2018,580557.0,580557.0,0
NUSA TENGGARA TIMUR,PERDESAAN,TOTAL,2019,625090.0,625090.0,0
NUSA TENGGARA TIMUR,PERDESAAN,TOTAL,2020,653194.0,653194.0,0
NUSA TENGGARA TIMUR,PERDESAAN,TOTAL,2021,700794.0,700794.0,1
NUSA TENGGARA TIMUR,PERDESAAN,TOTAL,2022,756723.0,756723.0,1
NUSA TENGGARA TIMUR,PERKOTAAN,MAKANAN,2007,200895.0,200895.0,0
NUSA TENGGARA TIMUR,PERKOTAAN,MAKANAN,2008,204344.0,204344.0,0
NUSA TENGGARA TIMUR,PERKOTAAN,MAKANAN,2009,236813.0,236813.0,0
NUSA TENGGARA TIMUR,PERKOTAAN,MAKANAN,2010,273831.0,273831.0,0
NUSA TENGGARA TIMUR,PERKOTAAN,MAKANAN,2011,311872.0,311872.0,0
NUSA TENGGARA TIMUR,PERKOTAAN,MAKANAN,2012,322582.0,322582.0,0
NUSA TENGGARA TIMUR,PERKOTAAN,MAKANAN,2013,365825.0,365825.0,0
NUSA TENGGARA TIMUR,PERKOTAAN,MAKANAN,2014,381649.0,381649.0,0
NUSA TENGGARA TIMUR,PERKOTAAN,MAKANAN,2015,401053.0,401053.0,0
NUSA TENGGARA TIMUR,PERKOTAAN,MAKANAN,2016,426417.0,426417.0,0
NUSA TENGGARA TIMUR,PERKOTAAN,MAKANAN,2017,518425.0,518425.0,0
NUSA TENGGARA TIMUR,PERKOTAAN,MAKANAN,2018,542216.0,542216.0,0
NUSA TENGGARA TIMUR,PERKOTAAN,MAKANAN,2019,539898.0,539898.0,0
NUSA TENGGARA TIMUR,PERKOTAAN,MAKANAN,2020,574081.0,574081.0,0
NUSA TENGGARA TIMUR,PERKOTAAN,MAKANAN,2021,600232.0,600232.0,0
NUSA TENGGARA TIMUR,PERKOTAAN,MAKANAN,2022,581779.0,581779.0,0
NUSA TENGGARA TIMUR,PERKOTAAN,NONMAKANAN,2007,211239.0,211239.0,0
NUSA TENGGARA TIMUR,PERKOTAAN,NONMAKANAN,2008,222672.0,222672.0,0
NUSA TENGGARA TIMUR,PERKOTAAN,NONMAKANAN,2009,252259.0,252259.0,0
NUSA TENGGARA TIMUR,PERKOTAAN,NONMAKANAN,2010,276699.0,276699.0,0
NUSA TENGGARA TIMUR,PERKOTAAN,NONMAKANAN,2011,344530.0,344530.0,0
NUSA TENGGARA TIMUR,PERKOTAAN,NONMAKANAN,2012,368842.0,368842.0,0
NUSA TENGGARA TIMUR,PERKOTAAN,NONMAKANAN,2013,423871.0,423871.0,0
NUSA TENGGARA TIMUR,PERKOTAAN,NONMAKANAN,2014,513543.0,513543.0,0
NUSA TENGGARA TIMUR,PERKOTAAN,NONMAKANAN,2015,473374.0,473374.0,0
NUSA TENGGARA TIMUR,PERKOTAAN,NONMAKANAN,2016,526696.0,526696.0,0
NUSA TENGGARA TIMUR,PERKOTAAN,NONMAKANAN,2017,574119.0,574119.0,0
NUSA TENGGARA TIMUR,PERKOTAAN,NONMAKANAN,2018,579797.0,579797.0,0
NUSA TENGGARA TIMUR,PERKOTAAN,NONMAKANAN,2019,613889.0,613889.0,0
NUSA TENGGARA TIMUR,PERKOTAAN,NONMAKANAN,2020,672776.0,672776.0,1
NUSA TENGGARA TIMUR,PERKOTAAN,NONMAKANAN,2021,663311.0,663311.0,1
NUSA TENGGARA TIMUR,PERKOTAAN,NONMAKANAN,2022,676439.0,676439.0,1
NUSA TENGGARA TIMUR,PERKOTAAN,TOTAL,2007,412133.0,412133.0,0
NUSA TENGGARA TIMUR,PERKOTAAN,TOTAL,2008,427016.0,427016.0,0
NUSA TENGGARA TIMUR,PERKOTAAN,TOTAL,2009,489072.0,489072.0,0
NUSA TENGGARA TIMUR,PERKOTAAN,TOTAL,2010,550530.0,550530.0,0
NUSA TENGGARA TIMUR,PERKOTAAN,TOTAL,2011,656402.0,656402.0,1
NUSA TENGGARA TIMUR,PERKOTAAN,TOTAL,2012,691424.0,691424.0,1
NUSA TENGGARA TIMUR,PERKOTAAN,TOTAL,2013,789696.0,789696.0,1
NUSA TENGGARA TIMUR,PERKOTAAN,TOTAL,2014,895192.0,895192.0,1
NUSA TENGGARA TIMUR,PERKOTAAN,TOTAL,2015,874428.0,874428.0,1
NUSA TENGGARA TIMUR,PERKOTAAN,TOTAL,2016,953114.0,953114.0,1
NUSA TENGGARA TIMUR,PERKOTAAN,TOTAL,2017,1092545.0,1092545.0,1
NUSA TENGGARA TIMUR,PERKOTAAN,TOTAL,2018,1122013.0,1122013.0,1
NUSA TENGGARA TIMUR,PERKOTAAN,TOTAL,2019,1153788.0,1153788.0,1
NUSA TENGGARA TIMUR,PERKOTAAN,TOTAL,2020,1246857.0,1246857.0,1
NUSA TENGGARA TIMUR,PERKOTAAN,TOTAL,2021,1263544.0,1263544.0,1
NUSA TENGGARA TIMUR,PERKOTAAN,TOTAL,2022,1258219.0,1258219.0,1
NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,MAKANAN,2011,222575.0,222575.0,0
NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,MAKANAN,2012,228660.0,228660.0,0
NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,MAKANAN,2013,240207.0,240207.0,0
NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,MAKANAN,2014,267584.0,267584.0,0
NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,MAKANAN,2015,298180.0,298180.0,0
NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,MAKANAN,2016,312312.0,312312.0,0
NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,MAKANAN,2017,399251.0,399251.0,0
NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,MAKANAN,2018,402921.0,402921.0,0
NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,MAKANAN,2019,429498.0,429498.0,0
NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,MAKANAN,2020,442700.0,442700.0,0
NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,MAKANAN,2021,468252.0,468252.0,0
NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,MAKANAN,2022,480749.0,480749.0,0
NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,NONMAKANAN,2011,161451.0,161451.0,0
NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,NONMAKANAN,2012,168451.00000000006,168451.0,0
NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,NONMAKANAN,2013,191846.0,191846.0,0
NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,NONMAKANAN,2014,225504.0,225504.0,0
NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,NONMAKANAN,2015,235710.0,235710.0,0
NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,NONMAKANAN,2016,264315.0,264315.0,0
NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,NONMAKANAN,2017,282232.0,282232.0,0
NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,NONMAKANAN,2018,301832.0,301832.0,0
NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,NONMAKANAN,2019,321195.0,321195.0,0
NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,NONMAKANAN,2020,351661.0,351661.0,0
NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,NONMAKANAN,2021,372106.0,372106.0,0
NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,NONMAKANAN,2022,403352.0,403352.0,0
NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,TOTAL,2011,384025.0,384025.0,0
NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,TOTAL,2012,397111.0,397111.0,0
NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,TOTAL,2013,432053.0,432053.0,0
NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,TOTAL,2014,493088.0,493088.0,0
NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,TOTAL,2015,533891.0,533891.0,0
NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,TOTAL,2016,576627.0,576627.0,0
NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,TOTAL,2017,681483.0,681483.0,1
NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,TOTAL,2018,704754.0,704754.0,1
NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,TOTAL,2019,750693.0,750693.0,1
NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,TOTAL,2020,794361.0,794361.0,1
NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,TOTAL,2021,840358.0,840358.0,1
NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,TOTAL,2022,884102.0,884102.0,1
KALIMANTAN BARAT,PERDESAAN,MAKANAN,2007,166791.00000000006,166791.0,0
KALIMANTAN BARAT,PERDESAAN,MAKANAN,2008,194968.0,194968.0,0
KALIMANTAN BARAT,PERDESAAN,MAKANAN,2009,222253.0,222253.0,0
KALIMANTAN BARAT,PERDESAAN,MAKANAN,2010,243618.0,243618.0,0
KALIMANTAN BARAT,PERDESAAN,MAKANAN,2011,283629.0,283629.0,0
KALIMANTAN BARAT,PERDESAAN,MAKANAN,2012,313904.0,313904.0,0
KALIMANTAN BARAT,PERDESAAN,MAKANAN,2013,323270.0,323270.0,0
KALIMANTAN BARAT,PERDESAAN,MAKANAN,2014,380875.0,380875.0,0
KALIMANTAN BARAT,PERDESAAN,MAKANAN,2015,405835.0,405835.0,0
KALIMANTAN BARAT,PERDESAAN,MAKANAN,2016,423687.0,423687.0,0
KALIMANTAN BARAT,PERDESAAN,MAKANAN,2017,479510.0,479510.0,0
KALIMANTAN BARAT,PERDESAAN,MAKANAN,2018,490033.0,490033.0,0
KALIMANTAN BARAT,PERDESAAN,MAKANAN,2019,511415.0,511415.0,0
KALIMANTAN BARAT,PERDESAAN,MAKANAN,2020,539487.0,539487.0,0
KALIMANTAN BARAT,PERDESAAN,MAKANAN,2021,556660.0,556660.0,0
KALIMANTAN BARAT,PERDESAAN,MAKANAN,2022,610152.0,610152.0,0
KALIMANTAN BARAT,PERDESAAN,NONMAKANAN,2007,93684.99999999994,93685.0,0
KALIMANTAN BARAT,PERDESAAN,NONMAKANAN,2008,115956.0,115956.0,0
KALIMANTAN BARAT,PERDESAAN,NONMAKANAN,2009,125796.0,125796.0,0
KALIMANTAN BARAT,PERDESAAN,NONMAKANAN,2010,143383.0,143383.0,0
KALIMANTAN BARAT,PERDESAAN,NONMAKANAN,2011,205923.0,205923.0,0
KALIMANTAN BARAT,PERDESAAN,NONMAKANAN,2012,186198.0,186198.0,0
KALIMANTAN BARAT,PERDESAAN,NONMAKANAN,2013,216439.99999999994,216440.0,0
KALIMANTAN BARAT,PERDESAAN,NONMAKANAN,2014,243900.0,243900.0,0
KALIMANTAN BARAT,PERDESAAN,NONMAKANAN,2015,282118.0,282118.0,0
KALIMANTAN BARAT,PERDESAAN,NONMAKANAN,2016,319487.0,319487.0,0
KALIMANTAN BARAT,PERDESAAN,NONMAKANAN,2017,305909.0,305909.0,0
KALIMANTAN BARAT,PERDESAAN,NONMAKANAN,2018,363108.0,363108.0,0
KALIMANTAN BARAT,PERDESAAN,NONMAKANAN,2019,392690.0,392690.0,0
KALIMANTAN BARAT,PERDESAAN,NONMAKANAN,2020,412227.0,412227.0,0
KALIMANTAN BARAT,PERDESAAN,NONMAKANAN,2021,441583.0,441583.0,0
KALIMANTAN BARAT,PERDESAAN,NONMAKANAN,2022,434527.0,434527.0,0
KALIMANTAN BARAT,PERDESAAN,TOTAL,2007,260477.0,260477.0,0
KALIMANTAN BARAT,PERDESAAN,TOTAL,2008,310925.0,310925.0,0
KALIMANTAN BARAT,PERDESAAN,TOTAL,2009,348049.0,348049.0,0
KALIMANTAN BARAT,PERDESAAN,TOTAL,2010,387001.0,387001.0,0
KALIMANTAN BARAT,PERDESAAN,TOTAL,2011,489552.0,489552.0,0
KALIMANTAN BARAT,PERDESAAN,TOTAL,2012,500102.0,500102.0,0
KALIMANTAN BARAT,PERDESAAN,TOTAL,2013,539711.0,539711.0,0
KALIMANTAN BARAT,PERDESAAN,TOTAL,2014,624775.0,624775.0,0
KALIMANTAN BARAT,PERDESAAN,TOTAL,2015,687953.0,687953.0,1
KALIMANTAN BARAT,PERDESAAN,TOTAL,2016,743174.0,743174.0,1
KALIMANTAN BARAT,PERDESAAN,TOTAL,2017,785420.0,785420.0,1
KALIMANTAN BARAT,PERDESAAN,TOTAL,2018,853142.0,853142.0,1
KALIMANTAN BARAT,PERDESAAN,TOTAL,2019,904105.0,904105.0,1
KALIMANTAN BARAT,PERDESAAN,TOTAL,2020,951715.0,951715.0,1
KALIMANTAN BARAT,PERDESAAN,TOTAL,2021,998244.0,998244.0,1
KALIMANTAN BARAT,PERDESAAN,TOTAL,2022,1044679.0,1044679.0,1
KALIMANTAN BARAT,PERKOTAAN,MAKANAN,2007,188844.0,188844.0,0
KALIMANTAN BARAT,PERKOTAAN,MAKANAN,2008,218161.0,218161.0,0
KALIMANTAN BARAT,PERKOTAAN,MAKANAN,2009,255780.0,255780.0,0
KALIMANTAN BARAT,PERKOTAAN,MAKANAN,2010,322786.0,322786.0,0
KALIMANTAN BARAT,PERKOTAAN,MAKANAN,2011,379884.0,379884.0,0
KALIMANTAN BARAT,PERKOTAAN,MAKANAN,2012,438635.0,438635.0,0
KALIMANTAN BARAT,PERKOTAAN,MAKANAN,2013,467944.0,467944.0,0
KALIMANTAN BARAT,PERKOTAAN,MAKANAN,2014,510316.0,510316.0,0
KALIMANTAN BARAT,PERKOTAAN,MAKANAN,2015,473082.0,473082.0,0
KALIMANTAN BARAT,PERKOTAAN,MAKANAN,2016,511593.0,511593.0,0
KALIMANTAN BARAT,PERKOTAAN,MAKANAN,2017,605453.0,605453.0,0
KALIMANTAN BARAT,PERKOTAAN,MAKANAN,2018,624891.0,624891.0,0
KALIMANTAN BARAT,PERKOTAAN,MAKANAN,2019,653100.0,653100.0,0
KALIMANTAN BARAT,PERKOTAAN,MAKANAN,2020,666983.0,666983.0,1
KALIMANTAN BARAT,PERKOTAAN,MAKANAN,2021,685868.0,685868.0,1
KALIMANTAN BARAT,PERKOTAAN,MAKANAN,2022,762281.0,762281.0,1
KALIMANTAN BARAT,PERKOTAAN,NONMAKANAN,2007,204429.0,204429.0,0
KALIMANTAN BARAT,PERKOTAAN,NONMAKANAN,2008,230371.0,230371.0,0
KALIMANTAN BARAT,PERKOTAAN,NONMAKANAN,2009,264375.0,264375.0,0
KALIMANTAN BARAT,PERKOTAAN,NONMAKANAN,2010,367657.0,367657.0,0
KALIMANTAN BARAT,PERKOTAAN,NONMAKANAN,2011,431312.0,431312.0,0
KALIMANTAN BARAT,PERKOTAAN,NONMAKANAN,2012,436037.0,436037.0,0
KALIMANTAN BARAT,PERKOTAAN,NONMAKANAN,2013,509948.0,509948.0,0
KALIMANTAN BARAT,PERKOTAAN,NONMAKANAN,2014,648435.0,648435.0,0
KALIMANTAN BARAT,PERKOTAAN,NONMAKANAN,2015,526121.0,526121.0,0
KALIMANTAN BARAT,PERKOTAAN,NONMAKANAN,2016,605280.0,605280.0,0
KALIMANTAN BARAT,PERKOTAAN,NONMAKANAN,2017,632936.0,632936.0,0
KALIMANTAN BARAT,PERKOTAAN,NONMAKANAN,2018,748505.0,748505.0,1
KALIMANTAN BARAT,PERKOTAAN,NONMAKANAN,2019,753224.0,753224.0,1
KALIMANTAN BARAT,PERKOTAAN,NONMAKANAN,2020,778369.0,778369.0,1
KALIMANTAN BARAT,PERKOTAAN,NONMAKANAN,2021,769054.0,769054.0,1
KALIMANTAN BARAT,PERKOTAAN,NONMAKANAN,2022,793738.0,793738.0,1
KALIMANTAN BARAT,PERKOTAAN,TOTAL,2007,393273.0,393273.0,0
KALIMANTAN BARAT,PERKOTAAN,TOTAL,2008,448532.0,448532.0,0
KALIMANTAN BARAT,PERKOTAAN,TOTAL,2009,520155.0,520155.0,0
KALIMANTAN BARAT,PERKOTAAN,TOTAL,2010,690443.0,690443.0,1
KALIMANTAN BARAT,PERKOTAAN,TOTAL,2011,811196.0,811196.0,1
KALIMANTAN BARAT,PERKOTAAN,TOTAL,2012,874671.0,874671.0,1
KALIMANTAN BARAT,PERKOTAAN,TOTAL,2013,977892.0,977892.0,1
KALIMANTAN BARAT,PERKOTAAN,TOTAL,2014,1158751.0,1158751.0,1
KALIMANTAN BARAT,PERKOTAAN,TOTAL,2015,999203.0,999203.0,1
KALIMANTAN BARAT,PERKOTAAN,TOTAL,2016,1116874.0,1116874.0,1
KALIMANTAN BARAT,PERKOTAAN,TOTAL,2017,1238389.0,1238389.0,1
KALIMANTAN BARAT,PERDESAANPERKOTAAN,MAKANAN,2011,312711.0,312711.0,0
KALIMANTAN BARAT,PERDESAANPERKOTAAN,MAKANAN,2012,351590.0,351590.0,0
KALIMANTAN BARAT,PERDESAANPERKOTAAN,MAKANAN,2013,367018.0,367018.0,0
KALIMANTAN BARAT,PERDESAANPERKOTAAN,MAKANAN,2014,420130.0,420130.0,0
KALIMANTAN BARAT,PERDESAANPERKOTAAN,MAKANAN,2015,426381.0,426381.0,0
KALIMANTAN BARAT,PERDESAANPERKOTAAN,MAKANAN,2016,451222.0,451222.0,0
KALIMANTAN BARAT,PERDESAANPERKOTAAN,MAKANAN,2017,519469.0,519469.0,0
KALIMANTAN BARAT,PERDESAANPERKOTAAN,MAKANAN,2018,535533.0,535533.0,0
KALIMANTAN BARAT,PERDESAANPERKOTAAN,MAKANAN,2019,561142.0,561142.0,0
KALIMANTAN BARAT,PERDESAANPERKOTAAN,MAKANAN,2020,584259.0,584259.0,0
KALIMANTAN BARAT,PERDESAANPERKOTAAN,MAKANAN,2021,603291.0,603291.0,0
KALIMANTAN BARAT,PERDESAANPERKOTAAN,MAKANAN,2022,666065.0,666065.0,1
KALIMANTAN BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2011,274022.0,274022.0,0
KALIMANTAN BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2012,261683.0,261683.0,0
KALIMANTAN BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2013,305193.0,305193.0,0
KALIMANTAN BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2014,366581.0,366581.0,0
KALIMANTAN BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2015,356668.0,356668.0,0
KALIMANTAN BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2016,409006.0,409006.0,0
KALIMANTAN BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2017,409666.0,409666.0,0
KALIMANTAN BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2018,493138.0,493138.0,0
KALIMANTAN BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2019,519227.0,519227.0,0
KALIMANTAN BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2020,540803.0,540803.0,0
KALIMANTAN BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2021,559766.0,559766.0,0
KALIMANTAN BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2022,566552.0,566552.0,0
KALIMANTAN BARAT,PERDESAANPERKOTAAN,TOTAL,2011,586732.0,586732.0,0
KALIMANTAN BARAT,PERDESAANPERKOTAAN,TOTAL,2012,613273.0,613273.0,0
KALIMANTAN BARAT,PERDESAANPERKOTAAN,TOTAL,2013,672211.0,672211.0,1
KALIMANTAN BARAT,PERDESAANPERKOTAAN,TOTAL,2014,786711.0,786711.0,1
KALIMANTAN BARAT,PERDESAANPERKOTAAN,TOTAL,2015,783050.0,783050.0,1
KALIMANTAN BARAT,PERDESAANPERKOTAAN,TOTAL,2016,860227.0,860227.0,1
KALIMANTAN BARAT,PERDESAANPERKOTAAN,TOTAL,2017,929135.0,929135.0,1
KALIMANTAN BARAT,PERDESAANPERKOTAAN,TOTAL,2018,1028671.0,1028671.0,1
KALIMANTAN BARAT,PERDESAANPERKOTAAN,TOTAL,2019,1080369.0,1080369.0,1
KALIMANTAN BARAT,PERDESAANPERKOTAAN,TOTAL,2020,1125063.0,1125063.0,1
KALIMANTAN BARAT,PERDESAANPERKOTAAN,TOTAL,2021,1163058.0,1163058.0,1
KALIMANTAN BARAT,PERDESAANPERKOTAAN,TOTAL,2022,1232618.0,1232618.0,1
KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2007,192555.0,192555.0,0
KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2008,235185.0,235185.0,0
KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2009,251330.0,251330.0,0
KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2010,296577.0,296577.0,0
KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2011,359349.0,359349.0,0
KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2012,368711.0,368711.0,0
KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2013,400068.0,400068.0,0
KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2014,483884.0,483884.0,0
KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2015,489011.0,489011.0,0
KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2016,532629.0,532629.0,0
